,movie_id,title,tags
35,8373,Transformers: Revenge of the Fallen,"sciencefict action adventur shialabeouf samwitwicki meganfox mikaelaban joshduhamel captainlennox michaelbay sam witwicki leav the autobot behind for a normal life. but when hi mind is fill with cryptic symbols, the decepticon target him and he is drag back into the transformers' war. egypt sun chao symbol artifact transform tank robot imax duringcreditssting"
36,91314,Transformers: Age of Extinction,"sciencefict action adventur markwahlberg cadeyeag stanleytucci joshua kelseygramm haroldatting michaelbay as human pick up the pieces, follow the conclus of ""transformers: dark of the moon,"" autobot and decepticon have all but vanish from the face of the planet. however, a group of powerful, ingeni businessman and scientist attempt to learn from past transform incurs and push the boundari of technolog beyond what they can control - all while an ancient, power transform menac set earth in hi cross-hairs. sequel alien transform giantrobot robot imax transformingrobot"
37,68728,Oz: The Great and Powerful,"fantasi adventur famili jamesfranco oz milakuni theodora rachelweisz evanora samraimi oscar diggs, a small-tim circu illusionist and con-artist, is whisk from kansa to the land of oz where the inhabit assum he' the great wizard of prophecy, there to save oz from the clutch of evil. circu witch magic hope illus lost magictrick wizard 3d"
38,102382,The Amazing Spider-Man 2,"action adventur fantasi andrewgarfield peterparker/spider-man emmaston gwenstaci jamiefoxx maxdillon/electro marcwebb for peter parker, life is busy. between take out the bad guy as spider-man and spend time with the person he loves, gwen stacy, high school graduat cannot come quickli enough. peter ha not forgotten about the promis he made to gwen’ father to protect her by stay away, but that is a promis he cannot keep. thing will chang for peter when a new villain, electro, emerges, an old friend, harri osborn, returns, and peter uncov new clue about hi past. obsess marvelcom sequel basedoncomicbook electrocut medicalexperi electr superpow"
39,20526,TRON: Legacy,"adventur action sciencefict garretthedlund samflynn jeffbridg kevinflynn/clu oliviawild quorra josephkosinski sam flynn, the tech-savvi and dare son of kevin flynn, investig hi father' disappear and is pull into the grid. with the help of a mysteri program name quorra, sam quest to stop evil dictat clu from cross into the real world. artificialintellig secretident computerprogram dystopia comput decept duel motorcycl neonlight autocraci"
40,49013,Cars 2,anim famili adventur comedi owenwilson lightningmcqueen(voice) larrythecableguy mater(voice) michaelcain finnmcmissile(voice) johnlasset bradlewi star race car lightn mcqueen and hi pal mater head oversea to compet in the world grand prix race. but the road to the championship becom rocki as mater get caught up in an intrigu adventur of hi own: intern espionage. carrac sequel comedi anthropomorph bestfriend duringcreditssting
41,44912,Green Lantern,"adventur action thriller sciencefict ryanreynold haljordan/greenlantern blakel carolferri petersarsgaard hectorhammond martincampbel for centuries, a small but power forc of warrior call the green lantern corp ha sworn to keep intergalact order. each green lantern wear a ring that grant him superpowers. but when a new enemi call parallax threaten to destroy the balanc of power in the universe, their fate and the fate of earth lie in the hand of the first human ever recruited. dccomic transform superhero alien alieninfect magicalobject protector superpow origin 3d"
42,10193,Toy Story 3,"anim famili comedi tomhank woody(voice) timallen buzzlightyear(voice) nedbeatti lotso(voice) leeunkrich woody, buzz, and the rest of andy' toy haven't been play with in years. with andi about to go to college, the gang find themselv accident left at a nefari day care center. the toy must band togeth to escap and return home to andy. hostag colleg toy barbi anim escap daycar teddybear duringcreditssting toycomestolif personif inanimateobjectscomingtolif toystori"
43,534,Terminator Salvation,"action sciencefict thriller christianbal johnconnor samworthington marcuswright antonyelchin kylerees mcg all grown up in post-apocalypt 2018, john connor must lead the resist of human against the increasingli domin militarist robots. but when marcu wright appears, hi exist confus the mission as connor tri to determin whether wright ha come from the futur or the past -- and whether he' friend or foe. savingtheworld artificialintellig propheci sanfrancisco cyborg killerrobot gasstat post-apocalypt dystopia armi firearm wartim losangel"
44,168259,Furious 7,action vindiesel dominictoretto paulwalk briano'conn dwaynejohnson hobb jameswan deckard shaw seek reveng against domin toretto and hi famili for hi comatos brother. carrac speed reveng suspens car race musclecar
45,72190,World War Z,"action drama horror sciencefict thriller bradpitt gerrylan mireilleeno karenlan abigailhargrov rachellan marcforst life for former unit nation investig gerri lane and hi famili seem content. suddenly, the world is plagu by a mysteri infect turn whole human popul into rampag mindless zombies. after bare escap the chaos, lane is persuad to go on a mission to investig thi disease. what follow is a peril trek around the world where lane must brave horrif danger and long odd to find answer befor human civil falls. dystopia apocalyps zombi nuclearweapon multipleperspect zombieapocalyps"
46,127585,X-Men: Days of Future Past,action adventur fantasi sciencefict hughjackman logan/wolverin jamesmcavoy charlesxavier/professorx(young) michaelfassbend eriklehnsherr/magneto(young) bryansing the ultim x-men ensembl fight a war for the surviv of the speci across two time period as they join forc with their younger selv in an epic battl that must chang the past – to save our future. 1970 mutant timetravel marvelcom basedoncomicbook superhuman storm beast aftercreditssting changingthepastorfutur
47,54138,Star Trek Into Darkness,"action adventur sciencefict chrispin jamest.kirk zacharyquinto spock zoesaldana nyotauhura j.j.abram when the crew of the enterpris is call back home, they find an unstopp forc of terror from within their own organ ha deton the fleet and everyth it stand for, leav our world in a state of crisis. with a person score to settle, captain kirk lead a manhunt to a war-zon world to captur a one man weapon of mass destruction. as our hero are propel into an epic chess game of life and death, love will be challenged, friendship will be torn apart, and sacrific must be made for the onli famili kirk ha left: hi crew. spacecraft friendship sequel futurist space alien imax spaceopera terroristbomb 3d"
48,81005,Jack the Giant Slayer,"action famili fantasi nicholashoult jack eleanortomlinson princessisabel ewanmcgregor elmont bryansing the stori of an ancient war that is reignit when a young farmhand unwittingli open a gateway between our world and a fearsom race of giants. unleash on the earth for the first time in centuries, the giant strive to reclaim the land they onc lost, forc the young man, jack into the battl of hi life to stop them. fight for a kingdom, it people, and the love of a brave princess, he come face to face with the unstopp warrior he thought onli exist in legend–and get the chanc to becom a legend himself. basedonfairytal giant"
49,64682,The Great Gatsby,"drama romanc leonardodicaprio jaygatsbi tobeymaguir nickcarraway careymulligan daisybuchanan bazluhrmann an adapt of f. scott fitzgerald' long island-set novel, where midwestern nick carraway is lure into the lavish world of hi neighbor, jay gatsby. soon enough, however, carraway will see through the crack of gatsby' nouveau rich existence, where obsession, madness, and tragedi await. basedonnovel infidel obsess hope 3d"
50,9543,Prince of Persia: The Sands of Time,"adventur fantasi action romanc jakegyllenha princedastan gemmaarterton tamina benkingsley nizam mikenewel a rogu princ reluctantli join forc with a mysteri princess and together, they race against dark forc to safeguard an ancient dagger capabl of releas the sand of time – gift from the god that can revers time and allow it possessor to rule the world. persia sandstorm brotheragainstbroth armageddon regent basedonvideogam"
51,68726,Pacific Rim,"action sciencefict adventur idriselba stackerpentecost charliehunnam raleighbecket charlieday dr.newtongeiszl guillermodeltoro when legion of monstrou creatures, known as kaiju, start rise from the sea, a war began that would take million of live and consum humanity' resourc for year on end. to combat the giant kaiju, a special type of weapon wa devised: massiv robots, call jaegers, which are control simultan by two pilot whose mind are lock in a neural bridge. but even the jaeger are prove nearli defenseless in the face of the relentless kaiju. on the verg of defeat, the forc defend mankind have no choic but to turn to two unlik heroes—a washed-up former pilot (charli hunnam) and an untest traine (rinko kikuchi)—who are team to drive a legendari but seemingli obsolet jaeger from the past. together, they stand as mankind' last hope against the mount apocalypse. dystopia giantrobot giantmonst apocalyps imax duringcreditssting 3d"
52,38356,Transformers: Dark of the Moon,"action sciencefict adventur shialabeouf samwitwicki johnmalkovich brucebrazo kenjeong jerrywang michaelbay sam witwicki take hi first tenuou step into adulthood while remain a reluct human alli of autobot-lead optimu prime. the film center around the space race between the ussr and the usa, suggest there wa a hidden transform role in it all that remain one of the planet' most danger secrets. moon spacecraft traitor bodyguard alienplanet basedoncartoon transform giantrobot sabotag worddomin commando duringcreditssting"
53,217,Indiana Jones and the Kingdom of the Crystal Skull,"adventur action harrisonford indianajon cateblanchett irinaspalko shialabeouf muttwilliam stevenspielberg set dure the cold war, the soviet – led by sword-wield irina spalko – are in search of a crystal skull which ha supernatur power relat to a mystic lost citi of gold. after be captur and then escap from them, indi is coerc to head to peru at the behest of a young man whose friend – and indy' colleagu – professor oxley ha been captur for hi knowledg of the skull' whereabouts. savingtheworld riddl whip treasur mexicoc leatherjacket machinegun alienphenomenon mayacivil peru treasurehunt nuclearexplos refriger archaeologist indianajon archeolog"
54,105864,The Good Dinosaur,adventur anim famili raymondochoa arlo(voice) jackbright spot(voice) jeffreywright poppa(voice) petersohn an epic journey into the world of dinosaur where an apatosauru name arlo make an unlik human friend. tyrannosaurusrex friend alternatehistori dinosaur fear storm natur human journey
55,62177,Brave,"anim adventur comedi famili action fantasi kellymacdonald mérida(voice) juliewalt thewitch(voice) billyconnolli kingfergus(voice) brendachapman markandrew stevepurcel brave is set in the mystic scottish highlands, where mérida is the princess of a kingdom rule by king fergu and queen elinor. an unruli daughter and an accomplish archer, mérida one day defi a sacr custom of the land and inadvert bring turmoil to the kingdom. in an attempt to set thing right, mérida seek out an eccentr old wise woman and is grant an ill-fat wish. also figur into mérida’ quest — and serv as comic relief — are the kingdom’ three lords: the enorm lord macguffin, the surli lord macintosh, and the disagre lord dingwall. scotland rebel braveri kingdom archer wish bear scot rebelliousdaught turnsintoanim archeri ruin aftercreditssting peaceoff womandirector courag 3d"
56,188927,Star Trek Beyond,"action adventur sciencefict chrispin jamest.kirk zacharyquinto spock karlurban dr.leonard'bones'mccoy justinlin the uss enterpris crew explor the furthest reach of unchart space, where they encount a mysteri new enemi who put them and everyth the feder stand for to the test. sequel strand hatr spaceopera"
57,10681,WALL·E,"anim famili benburtt wall·e/m-o(voice) elissaknight eve(voice) jeffgarlin captain(voice) andrewstanton wall· is the last robot left on an earth that ha been overrun with garbag and all human have fled to outer space. for 700 year he ha continu to tri and clean up the mess, but ha develop some rather interest human-lik qualities. when a ship arriv with a sleek new type of robot, wall· think he' final found a friend and stow away on the ship when it leaves. romanticcomedi"
58,5174,Rush Hour 3,"action comedi crime thriller christuck det.jamescart jackiechan chiefinsp.le hiroyukisanada kenji brettratn after an attempt assassin on ambassador han, inspector lee and detect carter are back in action as they head to pari to protect a french woman with knowledg of the triads' secret leaders. lee also hold secret meet with a unit nation authority, but hi person struggl with a chines crimin mastermind name kenji, which reveal that it' lee' long-lost...brother. ambassador"
59,14161,2012,"action adventur sciencefict johncusack jacksoncurti amandapeet katecurti chiwetelejiofor adrianhelmsley rolandemmerich dr. adrian helmsley, part of a worldwid geophys team investig the effect on the earth of radiat from unpreced solar storms, learn that the earth' core is heat up. he warn u.s. presid thoma wilson that the crust of the earth is becom unstabl and that without proper prepar for save a fraction of the world' population, the entir race is doomed. meanwhile, writer jackson curti stumbl on the same information. while the world' leader race to build ""arks"" to escap the impend cataclysm, curti struggl to find a way to save hi family. meanwhile, volcan erupt and earthquak of unpreced strength wreak havoc around the world. civil naturaldisast endoftheworld disast apocalyps destruct volcanicerupt mayan ark solar destructionofmankind"
60,17979,A Christmas Carol,"anim drama garyoldman tinytim,bobcratchit,marley jimcarrey ebenezerscrooge,ghostofchristmaspast,ghostofchristmaspresent,ghostofchristmasyettocom stevevalentin funeraryundertaker/topp robertzemecki miser ebenez scroog is awaken on christma eve by spirit who reveal to him hi own miser existence, what opportun he wast in hi youth, hi current cruelties, and the dire fate that await him if he doe not chang hi ways. scroog is face with hi own stori of grow bitter and meanness, and must decid what hi own futur will hold: death or redemption. holiday basedonnovel victorianengland money christmasev scroog christmascarol ghost lesson charlesdicken christma"
61,76757,Jupiter Ascending,"sciencefict fantasi action adventur milakuni jupiterjon channingtatum cainewis seanbean stingerapini lillywachowski lanawachowski in a univers where human genet materi is the most preciou commodity, an impoverish young earth woman becom the key to strateg maneuv and intern strife within a power dynasty… jupit space womandirector 3d interspeciesrom"
62,258489,The Legend of Tarzan,"action adventur alexanderskarsgård johnclayton/tarzan margotrobbi janeport christophwaltz captainleonrom davidy tarzan, have acclim to life in london, is call back to hi former home in the jungl to investig the activ at a mine encampment. africa feralchild tarzan jungl animalattack"
